"hotel_id","city","distance","stars","rating","country","city_actual","rating_reviewcount","center1label","center2label","neighbourhood","ratingta","ratingta_count","distance_alter","accommodation_type"
1861,"Berlin",2.4,3.5,4.5,"Germany","Berlin",116,"City centre","Stasi Prison","Berlin City Centre",4.5,2615,1.5,"Hotel"
1862,"Berlin",2.2,4,4.5,"Germany","Berlin",184,"City centre","Stasi Prison","Berlin City Centre",4.5,79,1.7,"Apart-hotel"
1863,"Berlin",1.8,4,4.5,"Germany","Berlin",451,"City centre","Stasi Prison","Berlin City Centre",4.5,3266,1.5,"Hotel"
1864,"Berlin",3.2,2,4,"Germany","Berlin",1,"City centre","Stasi Prison","Berlin City Centre",4.5,226,2.5,"Hostel"
1865,"Berlin",2.2,4,4.4,"Germany","Berlin",95,"City centre","Stasi Prison","Berlin City Centre",4.5,1011,1.6,"Hotel"
1866,"Berlin",2.5,3,4,"Germany","Berlin",1,"City centre","Stasi Prison","Berlin City Centre",4.5,15,1.6,"Pension"
1867,"Berlin",2.6,3,4.5,"Germany","Berlin",108,"City centre","Stasi Prison","Berlin City Centre",4,107,1.9,"Hotel"
1868,"Berlin",2.9,4,4.3,"Germany","Berlin",490,"City centre","Stasi Prison","Berlin City Centre",4,1402,2.2,"Hotel"
1869,"Berlin",2.3,3.5,4.5,"Germany","Berlin",233,"City centre","Stasi Prison","Berlin City Centre",4.5,628,1.5,"Hotel"
1870,"Berlin",2.7,3,4.6,"Germany","Berlin",64,"City centre","Stasi Prison","Berlin City Centre",4.5,122,1.9,"Apartment"
1871,"Berlin",1.3,5,4.8,"Germany","Berlin",509,"City centre","Stasi Prison","Berlin City Centre",4.5,3556,0.7,"Hotel"
1872,"Berlin",1.4,2,2.2,"Germany","Berlin",39,"City centre","Stasi Prison","Berlin City Centre",2.5,33,1,"Hostel"
1873,"Berlin",2.5,3,3.9,"Germany","Berlin",33,"City centre","Stasi Prison","Berlin City Centre",4,29,1.6,"Pension"
1874,"Berlin",2.4,4,4.1,"Germany","Berlin",379,"City centre","Stasi Prison","Berlin City Centre",4,1682,1.9,"Hotel"
1875,"Berlin",2.5,4,4.5,"Germany","Berlin",77,"City centre","Stasi Prison","Berlin City Centre",4,1030,2,"Hotel"
1876,"Berlin",2.4,2,4.4,"Germany","Berlin",107,"City centre","Stasi Prison","Berlin City Centre",4.5,1274,1.6,"Hostel"
1877,"Berlin",2.5,5,4.9,"Germany","Berlin",95,"City centre","Stasi Prison","Berlin City Centre",5,509,1.6,"Apartment"
1878,"Berlin",2.4,3.5,4.8,"Germany","Berlin",140,"City centre","Stasi Prison","Berlin City Centre",4.5,1008,1.6,"Hotel"
1879,"Berlin",2.4,4,4,"Germany","Berlin",208,"City centre","Stasi Prison","Berlin City Centre",4,501,1.6,"Hotel"
1880,"Berlin",2,4.5,4.4,"Germany","Berlin",338,"City centre","Stasi Prison","Berlin City Centre",4.5,1456,1.4,"Hotel"
1881,"Berlin",1.8,3,4.4,"Germany","Berlin",39,"City centre","Stasi Prison","Berlin City Centre",4,66,1,"Hotel"
1882,"Berlin",1.6,3.5,4,"Germany","Berlin",161,"City centre","Stasi Prison","Charlottenburg",4,304,2.4,"Hotel"
1883,"Berlin",1.1,3.5,4.1,"Germany","Berlin",1039,"City centre","Stasi Prison","Charlottenburg",4,134,1.6,"Hotel"
1884,"Berlin",2.4,3,3.7,"Germany","Berlin",55,"City centre","Stasi Prison","Charlottenburg",3.5,56,3.2,"Pension"
1885,"Berlin",1.7,3.5,4.5,"Germany","Berlin",61,"City centre","Stasi Prison","Charlottenburg",4,33,2.6,"Apartment"
1886,"Berlin",2.1,3,3.2,"Germany","Berlin",120,"City centre","Stasi Prison","Charlottenburg",3.5,159,2.9,"Hotel"
1887,"Berlin",2.1,3,3.5,"Germany","Berlin",158,"City centre","Stasi Prison","Charlottenburg",3.5,207,2.9,"Hotel"
1888,"Berlin",2.1,2,3,"Germany","Berlin",131,"City centre","Stasi Prison","Charlottenburg",3,91,2.9,"Hotel"
1889,"Berlin",1.9,4,4,"Germany","Berlin",112,"City centre","Stasi Prison","Charlottenburg",4,295,2.7,"Hotel"
1890,"Berlin",2.2,3,2.9,"Germany","Berlin",83,"City centre","Stasi Prison","Charlottenburg",3,97,3,"Hotel"
1891,"Berlin",2,3,3.5,"Germany","Berlin",41,"City centre","Stasi Prison","Charlottenburg",3.5,103,2.9,"Hotel"
1892,"Berlin",2,3,3.5,"Germany","Berlin",63,"City centre","Stasi Prison","Charlottenburg",3.5,77,2.8,"Pension"
1893,"Berlin",1.9,4,4,"Germany","Berlin",112,"City centre","Stasi Prison","Charlottenburg",4,247,2.8,"Hotel"
1894,"Berlin",2.1,5,4.6,"Germany","Berlin",268,"City centre","Stasi Prison","Charlottenburg",4.5,631,3,"Hotel"
1895,"Berlin",2,3,3.2,"Germany","Berlin",322,"City centre","Stasi Prison","Charlottenburg",2.5,156,2.9,"Hotel"
1896,"Berlin",2.4,4,4,"Germany","Berlin",195,"City centre","Stasi Prison","Charlottenburg",3.5,193,3.2,"Hotel"
1897,"Berlin",2.4,3,3.9,"Germany","Berlin",96,"City centre","Stasi Prison","Charlottenburg",4,321,3.2,"Hotel"
1898,"Berlin",2.5,3,3,"Germany","Berlin",107,"City centre","Stasi Prison","Charlottenburg",3,73,3.3,"Pension"
1899,"Berlin",2.2,2.5,2,"Germany","Berlin",7,"City centre","Stasi Prison","Charlottenburg",2,1,3.1,"Hostel"
1900,"Berlin",1.7,3,3.5,"Germany","Berlin",60,"City centre","Stasi Prison","Charlottenburg",3,79,2.4,"Pension"
1901,"Berlin",2,3.5,3.7,"Germany","Berlin",262,"City centre","Stasi Prison","Charlottenburg",3.5,476,2.5,"Hotel"
1902,"Berlin",2.6,3,3,"Germany","Berlin",4,"City centre","Stasi Prison","Charlottenburg",4,25,3.4,"Pension"
1903,"Berlin",2.9,2,3,"Germany","Berlin",35,"City centre","Stasi Prison","Charlottenburg",2.5,92,3.6,"Hostel"
1904,"Berlin",0.6,4,4.5,"Germany","Berlin",1282,"City centre","Stasi Prison","Charlottenburg",4.5,1864,1.4,"Hotel"
1905,"Berlin",2.1,3,3.7,"Germany","Berlin",53,"City centre","Stasi Prison","Charlottenburg",3.5,163,3,"Hotel"
1906,"Berlin",2.2,2,3.5,"Germany","Berlin",47,"City centre","Stasi Prison","Charlottenburg",3.5,193,3,"Hostel"
1907,"Berlin",2,3,3.4,"Germany","Berlin",39,"City centre","Stasi Prison","Charlottenburg",3,87,2.9,"Hotel"
1908,"Berlin",2,3,3.5,"Germany","Berlin",94,"City centre","Stasi Prison","Charlottenburg",3.5,209,2.9,"Hotel"
1909,"Berlin",2,2.5,3,"Germany","Berlin",28,"City centre","Stasi Prison","Charlottenburg",3.5,78,2.9,"Pension"
1910,"Berlin",1.9,3,3.9,"Germany","Berlin",197,"City centre","Stasi Prison","Charlottenburg",4,137,2.7,"Hotel"
1911,"Berlin",1.9,3.5,4.3,"Germany","Berlin",621,"City centre","Stasi Prison","Charlottenburg",4,1488,2.7,"Hotel"
1912,"Berlin",1.9,4,4.4,"Germany","Berlin",382,"City centre","Stasi Prison","Charlottenburg",4.5,254,2.7,"Apartment"
1913,"Berlin",3.5,3,4.6,"Germany","Berlin",3,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,38,4.4,"Hotel"
1914,"Berlin",4,5,4.1,"Germany","Berlin",32,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4.5,637,4.9,"Hotel"
1915,"Berlin",5.4,3,3.4,"Germany","Berlin",122,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",3.5,156,6.2,"Hotel"
1916,"Berlin",3.4,3,3.9,"Germany","Berlin",158,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,361,4.2,"Hotel"
1917,"Berlin",4.4,4,4.1,"Germany","Berlin",38,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,43,5.2,"Hotel"
1918,"Berlin",2.9,NA,2.5,"Germany","Berlin",17,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",2.5,57,3.8,"Hotel"
1919,"Berlin",2.9,3.5,4.3,"Germany","Berlin",61,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4.5,176,3.7,"Hotel"
1920,"Berlin",3,3,2.7,"Germany","Berlin",35,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",3,25,3.7,"Pension"
1921,"Berlin",3.1,3,3.9,"Germany","Berlin",52,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,133,3.8,"Hotel"
1922,"Berlin",2.5,4,4.5,"Germany","Berlin",100,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4.5,325,3.4,"Hotel"
1923,"Berlin",3.5,4,4.4,"Germany","Berlin",108,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,109,4.2,"Hotel"
1924,"Berlin",2.7,3,3.2,"Germany","Berlin",14,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4.5,51,3.5,"Apartment"
1925,"Berlin",2.9,4,3.9,"Germany","Berlin",369,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,300,3.8,"Hotel"
1926,"Berlin",2.5,4,4.1,"Germany","Berlin",333,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,1075,3.4,"Hotel"
1927,"Berlin",2.9,2,3.2,"Germany","Berlin",39,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",2.5,70,3.6,"Hotel"
1928,"Berlin",2.6,4,4.3,"Germany","Berlin",73,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",4,145,3.4,"Hotel"
1929,"Berlin",3,2.5,3.9,"Germany","Berlin",187,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",3.5,560,3.8,"Hotel"
1930,"Berlin",3.4,3,3.2,"Germany","Berlin",20,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",3.5,32,4.1,"Hotel"
1931,"Berlin",2.8,3,3,"Germany","Berlin",141,"City centre","Stasi Prison","Charlottenburg-Wilmersdorf",2.5,48,3.6,"Pension"
1932,"Berlin",3.7,3,NA,"Germany","Berlin",NA,"City centre","Stasi Prison","Friedrichshain",NA,NA,3.2,"Hotel"
1933,"Berlin",5,2.5,3.5,"Germany","Berlin",97,"City centre","Stasi Prison","Friedrichshain",3,280,4.4,"Hotel"
1934,"Berlin",4.9,4,4,"Germany","Berlin",90,"City centre","Stasi Prison","Friedrichshain",4,702,4.3,"Hotel"
1935,"Berlin",4.4,3.5,4.1,"Germany","Berlin",179,"City centre","Stasi Prison","Friedrichshain",4,144,3.8,"Hotel"
1936,"Berlin",4.4,3,2.7,"Germany","Berlin",10,"City centre","Stasi Prison","Friedrichshain",3,13,3.6,"Pension"
1937,"Berlin",4.9,3.5,3.9,"Germany","Berlin",307,"City centre","Stasi Prison","Friedrichshain",4,1094,4.2,"Hotel"
1938,"Berlin",4.2,2,4,"Germany","Berlin",76,"City centre","Stasi Prison","Friedrichshain",4,103,3.6,"Hotel"
1939,"Berlin",4.5,2,3,"Germany","Berlin",8,"City centre","Stasi Prison","Friedrichshain",3.5,603,3.8,"Hostel"
1940,"Berlin",4.3,3,3.7,"Germany","Berlin",7,"City centre","Stasi Prison","Friedrichshain",4,110,3.6,"Hotel"
1941,"Berlin",4.1,3,4,"Germany","Berlin",111,"City centre","Stasi Prison","Friedrichshain",4,103,3.5,"Hotel"
1942,"Berlin",4.2,4,4.1,"Germany","Berlin",433,"City centre","Stasi Prison","Friedrichshain",4,505,3.5,"Hotel"
1943,"Berlin",4.6,4,4.5,"Germany","Berlin",35,"City centre","Stasi Prison","Friedrichshain",4,14,4,"Apartment"
1944,"Berlin",4,1,3.7,"Germany","Berlin",65,"City centre","Stasi Prison","Friedrichshain",4,371,3.4,"Hostel"
1945,"Berlin",3.4,3.5,NA,"Germany","Berlin",NA,"City centre","Stasi Prison","Friedrichshain",NA,NA,2.6,"Apartment"
1946,"Berlin",3.4,3.5,NA,"Germany","Berlin",NA,"City centre","Stasi Prison","Friedrichshain",NA,NA,2.6,"Apartment"
1947,"Berlin",4.9,3,4,"Germany","Berlin",4,"City centre","Stasi Prison","Friedrichshain",4,101,4.3,"Hotel"
1948,"Berlin",3.7,4,4.1,"Germany","Berlin",218,"City centre","Stasi Prison","Friedrichshain",4,1722,3,"Hotel"
1949,"Berlin",4.1,3,3,"Germany","Berlin",58,"City centre","Stasi Prison","Friedrichshain",3.5,126,3.6,"Hotel"
1950,"Berlin",3.2,4.5,4.3,"Germany","Berlin",965,"City centre","Stasi Prison","Friedrichshain",4,2036,2.4,"Hotel"
1951,"Berlin",4.2,4,4.1,"Germany","Berlin",195,"City centre","Stasi Prison","Friedrichshain",4,288,3.5,"Hotel"
1952,"Berlin",4.6,3,3,"Germany","Berlin",45,"City centre","Stasi Prison","Friedrichshain",3,34,4,"Pension"
1953,"Berlin",4.3,3,3.7,"Germany","Berlin",85,"City centre","Stasi Prison","Friedrichshain",3.5,275,3.7,"Hotel"
1954,"Berlin",4.9,2.5,2.9,"Germany","Berlin",21,"City centre","Stasi Prison","Friedrichshain",2.5,42,4.2,"Pension"
1955,"Berlin",4.9,3,3.7,"Germany","Berlin",85,"City centre","Stasi Prison","Friedrichshain",4,729,4.2,"Hotel"
1956,"Berlin",4.5,4,3.5,"Germany","Berlin",68,"City centre","Stasi Prison","Friedrichshain",3.5,24,3.9,"Hotel"
1957,"Berlin",4.3,4,4.4,"Germany","Berlin",397,"City centre","Stasi Prison","Friedrichshain",4.5,3314,3.8,"Hotel"
1958,"Berlin",3.8,2,2.4,"Germany","Berlin",5,"City centre","Stasi Prison","Friedrichshain",3.5,285,3.1,"Hostel"
1959,"Berlin",5,3.5,4,"Germany","Berlin",143,"City centre","Stasi Prison","Friedrichshain",4,414,4.3,"Hotel"
1960,"Berlin",4,4,4.5,"Germany","Berlin",338,"City centre","Stasi Prison","Friedrichshain",4.5,444,3.5,"Hotel"
1961,"Berlin",4.2,3,3.7,"Germany","Berlin",184,"City centre","Stasi Prison","Friedrichshain",4.5,2267,3.7,"Hotel"
1962,"Berlin",4.3,3,3.5,"Germany","Berlin",170,"City centre","Stasi Prison","Friedrichshain",3,124,3.7,"Hotel"
1963,"Berlin",4.2,2,3.7,"Germany","Berlin",67,"City centre","Stasi Prison","Friedrichshain",4,315,3.6,"Hostel"
1964,"Berlin",4.2,NA,4.5,"Germany","Berlin",204,"City centre","Stasi Prison","Friedrichshain",4.5,1036,3.6,"Hotel"
1965,"Berlin",4.8,3,4.1,"Germany","Berlin",46,"City centre","Stasi Prison","Friedrichshain",4,49,4.1,"Hotel"
1966,"Berlin",3.8,2,3.2,"Germany","Berlin",93,"City centre","Stasi Prison","Friedrichshain",3.5,227,3.2,"Hostel"
1967,"Berlin",3.5,3.5,4.1,"Germany","Berlin",272,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",4,421,2.9,"Hotel"
1968,"Berlin",3.4,2.5,3.9,"Germany","Berlin",175,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",4,951,2.8,"Hotel"
1969,"Berlin",3.4,3,4.5,"Germany","Berlin",113,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",4.5,301,2.8,"Hotel"
1970,"Berlin",3.5,4,4.1,"Germany","Berlin",541,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",4,623,2.8,"Hotel"
1971,"Berlin",2.9,4,4.5,"Germany","Berlin",4,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",4,11,2.5,"Hotel"
1972,"Berlin",3.4,4,3.9,"Germany","Berlin",81,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",3.5,177,3,"Hotel"
1973,"Berlin",1.7,4,4.5,"Germany","Berlin",539,"City centre","Stasi Prison","Friedrichshain-Kreuzberg",4.5,893,1.4,"Hotel"
1974,"Berlin",2.3,3.5,4.5,"Germany","Berlin",20,"City centre","Stasi Prison","Kreuzberg",4.5,7,2.1,"Hotel"
1975,"Berlin",1.5,3,4.1,"Germany","Berlin",839,"City centre","Stasi Prison","Kreuzberg",4,2083,1.4,"Hotel"
1976,"Berlin",1.6,2.5,4,"Germany","Berlin",182,"City centre","Stasi Prison","Kreuzberg",4,1067,1.4,"Hotel"
1977,"Berlin",1.6,4,4,"Germany","Berlin",232,"City centre","Stasi Prison","Kreuzberg",4,500,1.4,"Hotel"
1978,"Berlin",1.8,4,4.1,"Germany","Berlin",792,"City centre","Stasi Prison","Kreuzberg",4,1494,1.6,"Hotel"
1979,"Berlin",1.9,4,5,"Germany","Berlin",3,"City centre","Stasi Prison","Kreuzberg",NA,NA,1.7,"Apartment"
1980,"Berlin",2.2,2.5,4,"Germany","Berlin",22,"City centre","Stasi Prison","Kreuzberg",4,166,2.3,"Hotel"
1981,"Berlin",1.6,4.5,4.4,"Germany","Berlin",489,"City centre","Stasi Prison","Kreuzberg",4.5,1043,1.6,"Hotel"
1982,"Berlin",1.9,2,3.7,"Germany","Berlin",64,"City centre","Stasi Prison","Kreuzberg",4,187,1.8,"Hostel"
1983,"Berlin",3.5,3,4.3,"Germany","Berlin",404,"City centre","Stasi Prison","Kreuzberg",4.5,267,3.3,"Hotel"
1984,"Berlin",1.8,4,4,"Germany","Berlin",413,"City centre","Stasi Prison","Kreuzberg",4,1180,1.6,"Hotel"
1985,"Berlin",2.4,3,4.3,"Germany","Berlin",26,"City centre","Stasi Prison","Kreuzberg",4.5,435,2.3,"Hotel"
1986,"Berlin",3.2,3,3.9,"Germany","Berlin",98,"City centre","Stasi Prison","Kreuzberg",3.5,149,3,"Hotel"
1987,"Berlin",3.5,3,3.9,"Germany","Berlin",34,"City centre","Stasi Prison","Kreuzberg",4,27,3.3,"Hotel"
1988,"Berlin",1.4,3,4.1,"Germany","Berlin",610,"City centre","Stasi Prison","Kreuzberg",4,847,1.6,"Hotel"
1989,"Berlin",2,1,3.5,"Germany","Berlin",77,"City centre","Stasi Prison","Kreuzberg",3.5,381,1.7,"Hostel"
1990,"Berlin",1.9,3,4.4,"Germany","Berlin",371,"City centre","Stasi Prison","Kreuzberg",4.5,553,1.6,"Apartment"
1991,"Berlin",2.1,2,3,"Germany","Berlin",49,"City centre","Stasi Prison","Kreuzberg",3.5,166,2.2,"Hostel"
1992,"Berlin",2.3,3.5,4.1,"Germany","Berlin",57,"City centre","Stasi Prison","Kreuzberg",4.5,159,2.4,"Hotel"
1993,"Berlin",2.7,2.5,4.3,"Germany","Berlin",37,"City centre","Stasi Prison","Kreuzberg",4,419,2.3,"Hotel"
1994,"Berlin",1.5,4.5,4.5,"Germany","Berlin",880,"City centre","Stasi Prison","Kreuzberg",4.5,2321,1.4,"Hotel"
1995,"Berlin",1.8,3,3.9,"Germany","Berlin",122,"City centre","Stasi Prison","Kreuzberg",3.5,142,1.7,"Hotel"
1996,"Berlin",1.7,4,4.1,"Germany","Berlin",175,"City centre","Stasi Prison","Kreuzberg",4,680,1.6,"Hotel"
1997,"Berlin",1.7,3,4,"Germany","Berlin",510,"City centre","Stasi Prison","Kreuzberg",4,1507,1.6,"Hotel"
1998,"Berlin",1.6,2,4,"Germany","Berlin",110,"City centre","Stasi Prison","Kreuzberg",4,689,1.5,"Hostel"
1999,"Berlin",1.8,2,4,"Germany","Berlin",67,"City centre","Stasi Prison","Kreuzberg",4.5,925,1.8,"Hostel"
2000,"Berlin",1.9,2,3.5,"Germany","Berlin",195,"City centre","Stasi Prison","Kreuzberg",3.5,372,1.9,"Hotel"
2001,"Berlin",2.7,2,2.7,"Germany","Berlin",26,"City centre","Stasi Prison","Kreuzberg",3,54,2.5,"Pension"
2002,"Berlin",2.2,3,4.1,"Germany","Berlin",40,"City centre","Stasi Prison","Kreuzberg",4,1,2.1,"Apartment"
2003,"Berlin",1.9,3,4.9,"Germany","Berlin",12,"City centre","Stasi Prison","Kreuzberg",5,28,1.7,"Hotel"
2004,"Berlin",2,4,3.7,"Germany","Berlin",15,"City centre","Stasi Prison","Kreuzberg",4,54,2.1,"Hotel"
2005,"Berlin",7.4,3,4,"Germany","Berlin",21,"City centre","Stasi Prison","Lichtenberg",4,15,6.9,"Hotel"
2006,"Berlin",7.2,4,3.9,"Germany","Berlin",109,"City centre","Stasi Prison","Lichtenberg",4,460,6.7,"Hotel"
2007,"Berlin",6.5,3,3.5,"Germany","Berlin",131,"City centre","Stasi Prison","Lichtenberg",3,205,5.7,"Hotel"
2008,"Berlin",5.9,3,4.1,"Germany","Berlin",11,"City centre","Stasi Prison","Lichtenberg",NA,NA,5.2,"Hotel"
2009,"Berlin",5.6,2.5,3.2,"Germany","Berlin",21,"City centre","Stasi Prison","Lichtenberg",3.5,83,5,"Pension"
2010,"Berlin",5.5,4,3.4,"Germany","Berlin",449,"City centre","Stasi Prison","Lichtenberg",3.5,2157,4.7,"Hotel"
2011,"Berlin",5.5,4,3.2,"Germany","Berlin",58,"City centre","Stasi Prison","Lichtenberg",3.5,463,4.7,"Hotel"
2012,"Berlin",5.5,4,3.9,"Germany","Berlin",107,"City centre","Stasi Prison","Lichtenberg",4,421,4.9,"Hotel"
2013,"Berlin",7.1,3,3.5,"Germany","Berlin",47,"City centre","Stasi Prison","Lichtenberg",3.5,306,6.4,"Hotel"
2014,"Berlin",5.7,3,3.7,"Germany","Berlin",437,"City centre","Stasi Prison","Lichtenberg",3.5,957,5,"Hotel"
2015,"Berlin",7.7,3,3.2,"Germany","Berlin",65,"City centre","Stasi Prison","Lichtenberg",3,40,7.2,"Hotel"
2016,"Berlin",6.4,3.5,3,"Germany","Berlin",65,"City centre","Stasi Prison","Lichtenberg",3.5,69,5.6,"Hotel"
2017,"Berlin",6.2,3,3.7,"Germany","Berlin",91,"City centre","Stasi Prison","Lichtenberg",3.5,164,5.6,"Hotel"
2018,"Berlin",6.2,2,4.5,"Germany","Berlin",46,"City centre","Stasi Prison","Lichtenberg",4.5,105,5.6,"Hostel"
2019,"Berlin",9.6,3,4.4,"Germany","Berlin",18,"City centre","Stasi Prison","Marzahn",3.5,12,8.8,"Pension"
2020,"Berlin",7.4,3,3.2,"Germany","Berlin",64,"City centre","Stasi Prison","Marzahn",3.5,100,6.7,"Hotel"
2021,"Berlin",7.1,3,3.5,"Germany","Berlin",153,"City centre","Stasi Prison","Marzahn",3.5,127,6.4,"Hotel"
2022,"Berlin",7.4,3.5,4,"Germany","Berlin",5,"City centre","Stasi Prison","Marzahn",NA,NA,6.7,"Apartment"
2023,"Berlin",11,3,3.7,"Germany","Berlin",4,"City centre","Stasi Prison","Marzahn-Hellersdorf",4,27,10,"Hotel"
2024,"Berlin",9.8,3,3.2,"Germany","Berlin",36,"City centre","Stasi Prison","Marzahn-Hellersdorf",3.5,96,9.1,"Hotel"
2025,"Berlin",10,2.5,4,"Germany","Berlin",44,"City centre","Stasi Prison","Marzahn-Hellersdorf",4,26,9.5,"Hotel"
2026,"Berlin",2.2,3,4.3,"Germany","Berlin",39,"City centre","Stasi Prison","Mitte",4,130,1.3,"Hotel"
2027,"Berlin",0.7,3,2.9,"Germany","Berlin",123,"City centre","Stasi Prison","Mitte",2.5,115,0.3,"Hotel"
2028,"Berlin",2.8,2,4,"Germany","Berlin",178,"City centre","Stasi Prison","Mitte",4,254,1.9,"Hotel"
2029,"Berlin",2.8,2.5,4,"Germany","Berlin",394,"City centre","Stasi Prison","Mitte",4,254,1.9,"Hotel"
2030,"Berlin",1.8,3,NA,"Germany","Berlin",NA,"City centre","Stasi Prison","Mitte",NA,NA,1.4,"Apartment"
2031,"Berlin",2,2,3.7,"Germany","Berlin",41,"City centre","Stasi Prison","Mitte",3.5,48,1.1,"Hostel"
2032,"Berlin",1.8,4,4.5,"Germany","Berlin",354,"City centre","Stasi Prison","Mitte",4.5,822,0.9,"Hotel"
2033,"Berlin",1.8,4,4,"Germany","Berlin",206,"City centre","Stasi Prison","Mitte",4,587,0.9,"Hotel"
2034,"Berlin",1.8,1,3.7,"Germany","Berlin",19,"City centre","Stasi Prison","Mitte",3.5,9,0.9,"Hostel"
2035,"Berlin",1.8,4,4.1,"Germany","Berlin",712,"City centre","Stasi Prison","Mitte",4,2266,0.9,"Hotel"
2036,"Berlin",1.9,3,4,"Germany","Berlin",76,"City centre","Stasi Prison","Mitte",4,156,1,"Hotel"
2037,"Berlin",1,3,3.5,"Germany","Berlin",743,"City centre","Stasi Prison","Mitte",3.5,1610,0.1,"Hotel"
2038,"Berlin",1,5,4.5,"Germany","Berlin",1991,"City centre","Stasi Prison","Mitte",4.5,3561,0.1,"Hotel"
2039,"Berlin",0.6,3,4.3,"Germany","Berlin",94,"City centre","Stasi Prison","Mitte",4.5,189,1.3,"Hotel"
2040,"Berlin",2.4,3,NA,"Germany","Berlin",NA,"City centre","Stasi Prison","Mitte",NA,NA,1.9,"Apartment"
2041,"Berlin",1.7,2,3.5,"Germany","Berlin",48,"City centre","Stasi Prison","Mitte",3.5,63,0.8,"Hotel"
2042,"Berlin",1.3,3.5,4.3,"Germany","Berlin",438,"City centre","Stasi Prison","Mitte",4,1239,0.4,"Hotel"
2043,"Berlin",1.6,3,3.4,"Germany","Berlin",83,"City centre","Stasi Prison","Mitte",3.5,231,0.7,"Hotel"
2044,"Berlin",1.8,4,4.4,"Germany","Berlin",47,"City centre","Stasi Prison","Mitte",4.5,170,0.9,"Hotel"
2045,"Berlin",1.8,4,4.3,"Germany","Berlin",726,"City centre","Stasi Prison","Mitte",4,1419,0.8,"Hotel"
2046,"Berlin",1,2.5,4.3,"Germany","Berlin",199,"City centre","Stasi Prison","Mitte",4,784,0.2,"Hotel"
2047,"Berlin",1.6,3.5,3.9,"Germany","Berlin",184,"City centre","Stasi Prison","Mitte",3.5,201,0.7,"Hotel"
2048,"Berlin",1.9,4,4.5,"Germany","Berlin",21,"City centre","Stasi Prison","Mitte",4.5,102,1,"Hotel"
2049,"Berlin",1.9,4.5,4.6,"Germany","Berlin",457,"City centre","Stasi Prison","Mitte",4.5,1899,1,"Hotel"
2050,"Berlin",1.2,3,4.3,"Germany","Berlin",216,"City centre","Stasi Prison","Mitte",4.5,540,0.4,"Hotel"
2051,"Berlin",2,4,5,"Germany","Berlin",12,"City centre","Stasi Prison","Mitte",5,2,1.1,"Apartment"
2052,"Berlin",3.1,3.5,3.7,"Germany","Berlin",45,"City centre","Stasi Prison","Mitte",3,9,2.2,"Apart-hotel"
2053,"Berlin",3.1,2,4,"Germany","Berlin",86,"City centre","Stasi Prison","Mitte",4,41,2.2,"Hostel"
2054,"Berlin",1,4,4.4,"Germany","Berlin",1607,"City centre","Stasi Prison","Mitte",4,1194,0.1,"Hotel"
2055,"Berlin",3.3,2.5,4.1,"Germany","Berlin",231,"City centre","Stasi Prison","Mitte",4,150,2.5,"Hotel"
2056,"Berlin",1.2,2,3.5,"Germany","Berlin",309,"City centre","Stasi Prison","Mitte",3.5,428,0.5,"Hotel"
2057,"Berlin",1.1,2,3.9,"Germany","Berlin",130,"City centre","Stasi Prison","Mitte",3.5,114,0.3,"Hostel"
2058,"Berlin",2.7,2.5,3.4,"Germany","Berlin",82,"City centre","Stasi Prison","Mitte",4,66,2.1,"Pension"
2059,"Berlin",3.1,3,3.7,"Germany","Berlin",55,"City centre","Stasi Prison","Mitte",4,61,2.7,"Hotel"
2060,"Berlin",1.9,3,3.5,"Germany","Berlin",54,"City centre","Stasi Prison","Mitte",3.5,89,1,"Pension"
2061,"Berlin",3.3,4,3.7,"Germany","Berlin",259,"City centre","Stasi Prison","Mitte",3.5,1026,2.5,"Hotel"
2062,"Berlin",3.2,2.5,3.4,"Germany","Berlin",59,"City centre","Stasi Prison","Mitte",3.5,30,2.4,"Hotel"
2063,"Berlin",3.3,3,3.9,"Germany","Berlin",140,"City centre","Stasi Prison","Mitte",3.5,1026,2.5,"Hotel"
