X,Y,OBJECTID,LOCNUM,CONAME,STREET,CITY,STATE,STATE_NAME,ZIP,ZIP4,NAICS,SIC,SALESVOL,HDBRCH,ULTNUM,PUBPRV,EMPNUM,FRNCOD,ISCODE,SQFTCODE,LOC_NAME,STATUS,SCORE,SOURCE,REC_TYPE
-121.3739,36.8467,6611961,556082295,VILLAGE MARKET,HILLCREST RD,HOLLISTER,CA,California,95023,5172,44511003,541105,909.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.3551,36.7907,6820807,583621321,SEQUOIA FOODS INTL,CABERNET DR,HOLLISTER,CA,California,95023,9607,44511002,541104,606.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.3239,36.4252,8093837,701335491,BINGO SUPER MARKET,MONTEREY ST,SOLEDAD,CA,California,93960,3037,44511003,541105,822.00000000000,,000000000,,3.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.3277,36.4263,9487411,717406719,LOS GIRASOLES,FRONT ST,SOLEDAD,CA,California,93960,3016,44511003,541105,822.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.3169,36.4209,9690021,718383777,EL CENTRO MARKET,4TH ST,SOLEDAD,CA,California,93960,2910,44511001,541101,822.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.3277,36.4263,12186520,830536371,PACHECOS MARKET & DELI,FRONT ST,SOLEDAD,CA,California,93960,3016,44511003,541105,1644.00000000000,,000000000,,6.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7805,36.919,90761,103392783,NOB HILL FOODS,MAIN ST,WATSONVILLE,CA,California,95076,3066,44511003,541105,15784.00000000000,2,453561680,,61.00000000000,},,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7805,36.919,5632359,440251926,RALEY'S,MAIN ST,WATSONVILLE,CA,California,95076,3066,44511003,541105,25875.00000000000,2,453561680,,100.00000000000,i,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7528,36.9084,90766,103393278,YAMASHITA MARKET,UNION ST,WATSONVILLE,CA,California,95076,5008,44511003,541105,259.00000000000,,000000000,,1.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7524,36.9083,2771783,404756064,EL PUEBLO MARKET,UNION ST,WATSONVILLE,CA,California,95076,5008,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7612,36.9063,3327816,414670864,BREWBAR,LOCUST ST,WATSONVILLE,CA,California,95076,4513,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7564,36.9051,3339701,414822069,AMERICAN FOODS INC,WALKER ST,WATSONVILLE,CA,California,95076,4925,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.764,36.9128,5226507,435948780,LA TIENDITA,RODRIGUEZ ST,WATSONVILLE,CA,California,95076,4228,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7551,36.9064,12186623,830555389,DON RAFA'S SUPER MECADO,W RIVERSIDE DR,WATSONVILLE,CA,California,95076,4935,44511003,541105,3882.00000000000,,000000000,,15.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7681,36.9167,2519299,403371300,GROCERY OUTLET,MAIN ST,WATSONVILLE,CA,California,95076,3732,44511003,541105,7763.00000000000,2,457910685,,30.00000000000,,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7644,36.9262,3321744,414592014,LA PRINCESA MARKET,FREEDOM BLVD,WATSONVILLE,CA,California,95076,2743,44511003,541105,6987.00000000000,,000000000,,27.00000000000,,,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7665,36.918,4759413,432641755,FENELLA'S BERRIES LLC,AUTO CENTER DR,WATSONVILLE,CA,California,95076,3746,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7595,36.9135,7956473,696967272,LAROSA MARKETS,MAIN ST,WATSONVILLE,CA,California,95076,4352,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7767,36.9158,8053942,700404752,FOODMAXX,MAIN ST,WATSONVILLE,CA,California,95076,3759,44511003,541105,20700.00000000000,2,304014038,,80.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7767,36.9158,10761751,724245713,SAVE MART,MAIN ST,WATSONVILLE,CA,California,95076,3759,44511003,541105,18113.00000000000,2,304014038,,70.00000000000,2,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7347,36.8651,90740,103390746,LAS LOMAS MARKET,HALL RD,ROYAL OAKS,CA,California,95076,5697,44511003,541105,1918.00000000000,,000000000,,7.00000000000,,,2,PointAddress,M,97.50000000000,INFOGROUP,0
-121.7499,36.9036,90749,103391892,MEXICO MEAT MARKET,PORTER DR,ROYAL OAKS,CA,California,95076,5223,44511003,541105,548.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,97.50000000000,INFOGROUP,0
-121.7494,36.9098,90760,103392627,J DVID MARKET,E RIVERSIDE DR,WATSONVILLE,CA,California,95076,5042,44511003,541105,518.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7474,36.8983,90764,103393187,PAJARO FOOD CTR,SALINAS RD,ROYAL OAKS,CA,California,95076,5257,44511003,541105,1370.00000000000,,000000000,,5.00000000000,,,2,PointAddress,M,97.50000000000,INFOGROUP,0
-121.7485,36.901,3560777,416038250,G'S MARKET,SALINAS RD,ROYAL OAKS,CA,California,95076,5227,44511003,541105,274.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,97.50000000000,INFOGROUP,0
-121.7355,36.8863,6717562,571350040,WYSIWYG FARMS,LEWIS RD,ROYAL OAKS,CA,California,95076,,44511003,541105,1096.00000000000,,000000000,,4.00000000000,,,2,StreetAddress,M,97.50000000000,INFOGROUP,0
-121.7497,36.9176,12968074,972167365,SANTA ROSA MARKET,E LAKE AVE,WATSONVILLE,CA,California,95076,4425,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7646,36.9515,90710,103389151,HARVEST MOON MARKET,GREEN VALLEY RD,WATSONVILLE,CA,California,95076,1310,44511003,541105,2070.00000000000,,000000000,,8.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7276,36.9577,90711,103389227,BROTHER'S HECKER PASS MARKET,HECKER PASS RD,WATSONVILLE,CA,California,95076,8610,44511003,541105,518.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7276,36.9577,1733279,370588170,HECKER PASS MARKET,HECKER PASS RD,WATSONVILLE,CA,California,95076,8610,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7757,36.9399,7293343,638002956,SAFEWAY,FREEDOM BLVD,FREEDOM,CA,California,95019,2834,44511003,541105,31050.00000000000,2,579284589,,120.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7957,36.9715,13118137,992213165,FOUR CORNERS MARKET,AMESTI RD,WATSONVILLE,CA,California,95076,0626,44511003,541105,2070.00000000000,,000000000,,8.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6435,36.8888,88567,103167078,OLD FIREHOUSE MARKET,BLOHM AVE,AROMAS,CA,California,95004,,44511003,541105,1096.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.643,36.8885,1223121,246968150,MARSHALL'S MARKET,CARPENTERIA RD,AROMAS,CA,California,95004,9607,44511003,541105,606.00000000000,,000000000,,2.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.6218,37.0053,2853087,405876973,DELIZIA IMPORTS,ALISTER CT,GILROY,CA,California,95020,2668,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5931,37.0144,7289977,637546573,GAVILAN MARKET,WESTWOOD DR,GILROY,CA,California,95020,3912,44511001,541101,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6483,37.1214,3088784,409492600,SUN VALLEY MARKET,MONTEREY ST,MORGAN HILL,CA,California,95037,5165,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.651,37.1034,5129088,434918442,FUN & FOOD INC,LA TIERRA DR,MORGAN HILL,CA,California,95037,5849,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6111,37.0853,1544258,311384796,ROCCA'S MARKET,MONTEREY HWY,SAN MARTIN,CA,California,95046,9574,44511003,541105,1848.00000000000,,000000000,,7.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6407,37.1137,2885126,406187672,SAFEWAY,TENNANT AVE,MORGAN HILL,CA,California,95037,,44511003,541105,25079.00000000000,2,579284589,,95.00000000000,V,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.6428,37.1109,8867488,711875529,FOOD FIX LLC,VINEYARD TOWN CTR,MORGAN HILL,CA,California,95037,5631,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,4,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.5972,37.0901,9864014,719158521,MAMA'S MARKET,SYCAMORE AVE,SAN MARTIN,CA,California,95046,9757,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6092,37.0858,12186543,830539045,SAN MARTIN MARKET,DEPOT ST,SAN MARTIN,CA,California,95046,9810,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6422,37.1104,12911137,964741391,NOB HILL FOODS,VINEYARD TOWN CTR,MORGAN HILL,CA,California,95037,5631,44511003,541105,23759.00000000000,2,453561680,,90.00000000000,},,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.393,36.8844,1906845,392232443,DEER GARDEN FOODS,SHELTON DR,HOLLISTER,CA,California,95023,9423,44511002,541104,1515.00000000000,,000000000,,5.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5565,36.9851,4701930,431450356,GARLIC FARM FOOD CTR & SHELL,TRAVEL PARK CIR,GILROY,CA,California,95020,8088,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.4193,36.9717,8244098,705970304,FARMER'S MARKET,PACHECO PASS HWY,GILROY,CA,California,95020,9594,44511001,541101,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.3978,36.89,8727342,710867314,GARLIC FESTIVAL FOODS,APOLLO WAY,HOLLISTER,CA,California,95023,2507,44511003,541105,909.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.589,37.0146,1940071,395680440,SAFEWAY,1ST ST,GILROY,CA,California,95020,4816,44511003,541105,39598.00000000000,2,579284589,,150.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5797,37.0269,3065159,409271615,REUSE MARKET,MONTEREY RD,GILROY,CA,California,95020,7344,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.57,37.0221,4679264,430762507,HARJOT MARKETS INC,MURRAY AVE,GILROY,CA,California,95020,3611,44511001,541101,528.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.578,37.0137,10719822,724043742,LA VILLITA SUPERMARKET,1ST ST,GILROY,CA,California,95020,5030,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5711,37.0204,11541031,735523381,GILROY VALERO FOOD MART,LEAVESLEY RD,GILROY,CA,California,95020,3607,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.585,37.0143,12187202,830661617,NOB HILL FOODS,1ST ST,GILROY,CA,California,95020,4993,44511003,541105,29039.00000000000,2,453561680,,110.00000000000,},,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5619,37.0023,2564937,403625462,GROCERY OUTLET,E 10TH ST,GILROY,CA,California,95020,6570,44511003,541105,6072.00000000000,2,457910685,,23.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5601,37.0004,5280040,436345753,ARTEAGAS FOOD CTR,AUTOMALL PKWY,GILROY,CA,California,95020,7135,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5601,37.0004,6908520,594431181,ARTEAGA'S SUPER SAVE,AUTOMALL PKWY,GILROY,CA,California,95020,7135,44511003,541105,15840.00000000000,,000000000,,60.00000000000,B,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5621,36.9999,7006801,606027258,SMART & FINAL EXTRA!,E 10TH ST,GILROY,CA,California,95020,6579,44511003,541105,3960.00000000000,2,617177407,2,15.00000000000,2,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.5513,37.0082,11765953,737966573,WALMART GROCERY PICKUP,CAMINO ARROYO,GILROY,CA,California,95020,7351,44511009,541110,528.00000000000,2,005889993,2,2.00000000000,H,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8001,37.2544,8053939,700404749,FOODMAXX,MONTEREY HWY,SAN JOSE,CA,California,95138,1529,44511003,541105,21119.00000000000,2,304014038,,80.00000000000,,,8,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8029,37.2464,8261899,706098534,SAFEWAY,COTTLE RD,SAN JOSE,CA,California,95123,3624,44511003,541105,25079.00000000000,2,579284589,,95.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8041,37.2484,11875895,739114532,PRIME MEAL,COTTLE RD,SAN JOSE,CA,California,95123,3626,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7741,37.2258,5100477,434666860,HAYWARD FOOD INC,SANTA TERESA BLVD,SAN JOSE,CA,California,95139,1349,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7742,37.2299,6460932,536330467,LUCKY SUPERMARKETS,BERNAL RD,SAN JOSE,CA,California,95119,1303,44511003,541105,28247.00000000000,2,304014038,,107.00000000000,,,8,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.6595,37.1287,23084,002999878,MORGAN HILL FOODS,W MAIN AVE,MORGAN HILL,CA,California,95037,4533,44511003,541105,4224.00000000000,,000000000,,16.00000000000,,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6709,37.1504,1204420,244861720,MADRONE FOOD MARKET,MONTEREY ST,MORGAN HILL,CA,California,95037,2799,44511001,541101,264.00000000000,,000000000,,1.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6623,37.1519,2664260,404185968,TALAMO FOODS INC,MADRONE PKWY,MORGAN HILL,CA,California,95037,2868,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6586,37.1344,6702842,569707250,LA CHOZA MEAT MARKET,MONTEREY ST,MORGAN HILL,CA,California,95037,7301,44511001,541101,792.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6366,37.1289,6101337,489108365,SAFEWAY,E DUNNE AVE,MORGAN HILL,CA,California,95037,4609,44511003,541105,59397.00000000000,2,579284589,,225.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.6384,37.1315,7194697,626639132,TRADER JOE'S,LAUREL RD,MORGAN HILL,CA,California,95037,4415,44511003,541105,10560.00000000000,2,305504573,,40.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7917,37.2973,91263,103464806,FOOD BOWL 99,CHISIN ST,SAN JOSE,CA,California,95121,3230,44511003,541105,5280.00000000000,,000000000,,20.00000000000,,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7921,37.3149,1083548,230182339,LUCKY SUPERMARKETS,S WHITE RD,SAN JOSE,CA,California,95148,4000,44511003,541105,27719.00000000000,2,304014038,,105.00000000000,,,8,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7908,37.3132,2774308,404769187,INDIAN JUNCTION ONE,SAN FELIPE RD,SAN JOSE,CA,California,95135,2000,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7731,37.3136,4232608,425296445,WALMART NEIGHBORHOOD MARKET,EVERGREEN VILLAGE SQ,SAN JOSE,CA,California,95135,1764,44511003,541105,17160.00000000000,2,005889993,2,65.00000000000,2,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7938,37.3024,5208678,435831801,BIG MARKETS INC,VENUS CT,SAN JOSE,CA,California,95121,3228,44511001,541101,528.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7717,37.2998,9481924,717382689,GROCERY ON WHEELS LLC,SAN FELIPE RD,SAN JOSE,CA,California,95135,1276,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,4,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.791,37.3132,12184570,830179982,ABORN ORIENTAL MARKET,SAN FELIPE RD,SAN JOSE,CA,California,95135,2000,44511003,541105,792.00000000000,,000000000,,3.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.7979,37.3243,5931345,469340913,PUNJAB BAZAAR CASH & CARRY,QUIMBY RD,SAN JOSE,CA,California,95148,2939,44511003,541105,792.00000000000,,000000000,,3.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-121.7979,37.3243,10773981,724345437,NEW INDIA BAZAR,QUIMBY RD,SAN JOSE,CA,California,95148,2938,44511003,541105,1056.00000000000,2,403975494,,4.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0123,37.2527,93955,103743712,BORRELLI'S MARKET,JENSEN RD,GUSTINE,CA,California,95322,1314,44511003,541105,571.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0162,37.0982,93979,103744637,VILLAGE MARKET,STATE HIGHWAY 33,GUSTINE,CA,California,95322,9778,44511003,541105,856.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0208,37.3134,95191,103845624,NEWMAN FOOD STORE,N ST,NEWMAN,CA,California,95360,1310,44511003,541105,851.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0205,37.3094,803990,178367900,NOB HILL FOODS,N ST,NEWMAN,CA,California,95360,1419,44511003,541105,21272.00000000000,2,453561680,,75.00000000000,},,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0222,37.3142,1122220,236091955,CARNICERIA DOS AGUAS,MAIN ST,NEWMAN,CA,California,95360,1316,44511003,541105,851.00000000000,,000000000,,3.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.1322,37.3821,1485005,303795009,BELTRAN FARMS,DAVIS RD,CROWS LANDING,CA,California,95313,,44511003,541105,568.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0232,37.3141,4275159,425513610,NEWMAN MEAT MARKET,FRESNO ST,NEWMAN,CA,California,95360,1304,44511003,541105,568.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.999,37.2571,5240362,436030583,33 DRIVE UP MARKET,4TH ST,GUSTINE,CA,California,95322,1131,44511001,541101,571.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.999,37.2571,6543876,546702176,THIRTY THREE DRIVE UP MARKET,4TH ST,GUSTINE,CA,California,95322,1131,44511001,541101,286.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.9985,37.2543,7163568,623452281,LA MEXICANA,5TH ST,GUSTINE,CA,California,95322,1516,44511003,541105,1711.00000000000,,000000000,,6.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.9586,37.3854,7775904,683855308,DAIRY CENTRAL,CENTRAL AVE,HILMAR,CA,California,95324,9640,44511003,541105,856.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0223,37.3194,9307245,715737399,CITY MARKET NEWMAN,N ST,NEWMAN,CA,California,95360,1246,44511003,541105,568.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0875,37.2991,10073634,720652237,JASPER SPECIALTY FOODS LLC,SHIELLS RD,NEWMAN,CA,California,95360,9798,44511002,541104,568.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.9978,37.2539,12056477,806616314,RICHARD'S MARKET GAS & LIQUORS,6TH AVE,GUSTINE,CA,California,95322,1529,44511003,541105,2281.00000000000,,000000000,,8.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.0036,37.3436,12056512,806620704,CERUTTI BROS,MCCLINTOCK RD,NEWMAN,CA,California,95360,9746,44511003,541105,22690.00000000000,,000000000,,80.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-120.4567,36.858,73881,101482164,FIREBAUGH SUPER MARKET,N ST,FIREBAUGH,CA,California,93622,2218,44511003,541105,4208.00000000000,,000000000,,15.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3865,36.7515,74289,101509164,MENDOTA FOOD CTR,DERRICK AVE,MENDOTA,CA,California,93640,2296,44511003,541105,7013.00000000000,,000000000,,25.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3868,36.748,987237,220256218,SALINAS MINI MARKET,DERRICK AVE,MENDOTA,CA,California,93640,2205,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-120.1078,36.4313,1464228,301333464,LASSEN FOOD MARKET,S LASSEN AVE,FIVE POINTS,CA,California,93624,,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-120.189,36.6075,1512628,307547596,DHALIWAL MARKET,W COLRADO AVE,SAN JOAQUIN,CA,California,93660,,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,98.50000000000,INFOGROUP,0
-120.1401,36.3999,1522395,308630730,FIVE STAR MARKET,FRESNO COALINGA RD,FIVE POINTS,CA,California,93624,,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-120.2522,36.6497,1740639,371775495,TRANQUILLITY MARKET,ANTHONY,TRANQUILLITY,CA,California,93668,,44511001,541101,561.00000000000,,000000000,,2.00000000000,,,1,StreetAddress,M,90.90630000000,INFOGROUP,0
-120.4584,36.8603,2513401,403345561,FIREGBAUGH 98 CENTS & MORE,O ST,FIREBAUGH,CA,California,93622,2243,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3837,36.7529,2672991,404225002,MENDOTA VALLEY FOOD,7TH ST,MENDOTA,CA,California,93640,2546,44511003,541105,6171.00000000000,,000000000,,22.00000000000,,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3841,36.7543,3733051,418633863,NAYARIT GROCERY,6TH ST,MENDOTA,CA,California,93640,2242,44511003,541105,281.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3779,36.7528,4638649,428056553,MENDOTA FOOD MART,OLLER ST,MENDOTA,CA,California,93640,2610,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.4605,36.8616,5105108,434705212,OMAR'S MARKET,N ST,FIREBAUGH,CA,California,93622,2247,44511001,541101,561.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.105,36.7344,5906343,466507704,SHASTA MARKET,W WHITESBRIDGE AVE,KERMAN,CA,California,93630,9481,44511003,541105,842.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3874,36.763,7592583,666754981,LATINO MARKET,DERRICK AVE,MENDOTA,CA,California,93640,2001,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3699,36.7516,7876341,691462121,MENDOTA STORAGE CO INC,MARIE ST,MENDOTA,CA,California,93640,2656,44511002,541104,1403.00000000000,,000000000,,5.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3869,36.7484,9921267,719463329,ALIA CORPORATIONS,DERRICK AVE,MENDOTA,CA,California,93640,2206,44511002,541104,1403.00000000000,,000000000,,5.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-120.3825,36.7576,11381442,734004248,AMIGOS MARKET,OLLER ST,MENDOTA,CA,California,93640,2312,44511003,541105,561.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.3831,36.7614,12055410,806449674,M & M GROCERY,MARIE ST,MENDOTA,CA,California,93640,2134,44511003,541105,281.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.1858,36.6077,12055766,806499539,SAN JOAQUIN FOOD LAND,S MAIN ST,SAN JOAQUIN,CA,California,93660,,44511003,541105,1403.00000000000,,000000000,,5.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-120.2533,36.649,12898327,962938387,VALLEY FAMILY MARKET,W MC KAMEY,TRANQUILLITY,CA,California,93668,,44511003,541105,281.00000000000,,000000000,,1.00000000000,,,2,StreetAddress,M,89.40630000000,INFOGROUP,0
-120.4542,36.8573,13137339,996278818,LATINO MARKET,O ST,FIREBAUGH,CA,California,93622,2317,44511003,541105,1403.00000000000,,000000000,,5.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.8436,37.062,2401595,402781610,EL AMIGO 2,G ST,LOS BANOS,CA,California,93635,3733,44511003,541105,856.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.8426,37.0666,5906354,466508462,BUY N SAVE MARKET,7TH ST,LOS BANOS,CA,California,93635,3737,44511003,541105,571.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-120.8627,37.0575,6876202,590456158,LA MICHOACANA,W PACHECO BLVD,LOS BANOS,CA,California,93635,3941,44511003,541105,1426.00000000000,,000000000,,5.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-120.8697,37.0565,7074258,613081595,LA ESPERANZA,W PACHECO BLVD,LOS BANOS,CA,California,93635,3931,44511003,541105,5703.00000000000,,000000000,,20.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
